1,1996 World Champion,=PROMO,Christopher Rush,WUBRG,Special,Celebration Cards
,Serendib Efreet,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=1221,Jesper Myrfors,Blue,R,Revised Edition
,Serpent Generator,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=159826,Mark Tedin,,R,Fifth Edition
,Serpent Generator,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=159826,Mark Tedin,,R,Chronicles
,Serpent Generator,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=159826,Mark Tedin,,R,Legends
164,Serpent Generator,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=159826,Mark Tedin,,R,Masters Edition
70,Serpent of the Endless Sea,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=190169,Kieran Yanner,Blue,C,Magic 2010
240,Serpent Skin,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=75404,Rob Alexander,Green,C,Champions of Kamigawa
280,Serpentine Basilisk,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=39731,Franz Vohwinkel,Green,U,Onslaught
,Serra Paladin,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=4158,Pete Venters,White,U,Fifth Edition
,Serra Paladin,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=4158,Pete Venters,White,C,Homelands
49,Serra's Liturgy,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=8444,rk post,White,R,Urza's Saga
,Servant of Volrath,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=4685,Brian Snoddy,Black,C,Tempest
115,Sever the Bloodline,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=245194,Clint Cearley,Black,R,Innistrad
98,Sewer Nemesis,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=236482,Nils Hamm,Black,R,Magic: The Gathering-Commander
75,Sewer Shambler,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=253576,Nils Hamm,Black,C,Return to Ravnica
135,Sewn-Eye Drake,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=179594,Anthony S. Waters,Blue/Black/Red,C,Alara Reborn
167,Shade's Breath,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=41279,Franz Vohwinkel,Black,U,Onslaught
,Shadow Rider,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=4467,Pete Venters,Black,C,Weatherlight
204,Shaman of Forgotten Ways,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=394688,Tyler Jacobson,Green,M,Dragons of Tarkir
12,Shambling Remains,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=386364,Nils Hamm,Black/Red,U,Duel Decks: Speed vs. Cunning
48,Shambling Remains,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=386364,Nils Hamm,Black/Red,U,Duel Decks: Sorin vs. Tibalt
124,Shambling Remains,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=386364,Nils Hamm,Black/Red,U,Conflux
46,Shaper Parasite,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=389668,rk post,Blue,C,Planar Chaos
125,Shaper Parasite,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=389668,rk post,Blue,C,Commander 2014
103,Shard Volley,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=152837,Franz Vohwinkel,Red,C,Morningtide
104,Shared Animosity,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=157433,Chuck Lukacs,Red,R,Morningtide
99,Shared Trauma,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=228259,Clint Cearley,Black,R,Magic: The Gathering-Commander
,Shatterstorm,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=1317,Mark Poole,Red,U,Revised Edition
,Shatterstorm,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=1317,Mark Poole,Red,R,Antiquities
,"Shauku, Endbringer",http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=3311,Pete Venters,Black,R,Mirage
9,Sheer Drop,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=402033,Clint Cearley,White,C,Duel Decks: Zendikar vs. Eldrazi
48,Sheer Drop,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=402033,Clint Cearley,White,C,Battle for Zendikar
272,Shelldock Isle,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=146178,Mark Tedin,,R,Lorwyn
,Sheltered Valley,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=3236,Rob Alexander,,R,Alliances
121,Sheltering Ancient,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=122069,Pete Venters,Green,U,Coldsnap
2,Shichifukujin Dragon,=PROMO,Christopher Rush,6RRR,Special,Celebration Cards
16,Shield of Duty and Reason,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=27674,Anthony S. Waters,White,C,Apocalypse
,Shimian Night Stalker,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=2814,Jesper Myrfors,Black,U,Chronicles
,Shimian Night Stalker,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=2814,Jesper Myrfors,Black,U,Legends
76,Shimian Specter,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=278072,Anthony S. Waters,Black,R,Future Sight
109,Shimian Specter,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=278072,Anthony S. Waters,Black,R,Magic 2013
117,Shinka Gatekeeper,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=74099,Pete Venters,Red,C,Betrayers of Kamigawa
282,"Shinka, the Bloodsoaked Keep",http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=79121,Thomas M. Baxa,,R,Champions of Kamigawa
65,Shivan Oasis,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=209119,Rob Alexander,,U,Duel Decks: Phyrexia vs. the Coalition
137,Shivan Oasis,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=209119,Rob Alexander,,U,Planechase
326,Shivan Oasis,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=209119,Rob Alexander,,U,Eighth Edition
327,Shivan Oasis,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=209119,Rob Alexander,,U,Invasion
142,Shivan Reef,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=398444,Rob Alexander,,R,Apocalypse
246,Shivan Reef,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=398444,Rob Alexander,,R,Magic 2015 Core Set
251,Shivan Reef,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=398444,Rob Alexander,,R,Magic Origins
324,Shivan Reef,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=398444,Rob Alexander,,R,Ninth Edition
357,Shivan Reef,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=398444,Rob Alexander,,R,Tenth Edition
,Shocker,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=4848,Thomas M. Baxa,Red,R,Tempest
159,Shorecrasher Mimic,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=151147,Franz Vohwinkel,Blue/Green,C,Eventide
77,Show and Tell,=PROMO,Zack Stella,2U,Special,Judge Gift Program
89,Shrieking Specter,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=20363,rk post,Black,U,Starter 1999
73,Shrine of Burning Rage,=PROMO,Nils Hamm,2,Special,WPN/Gateway
83,Sibsig Muckdraggers,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=391923,Zack Stella,Black,U,Fate Reforged
76,Siege of Towers,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=97234,Anthony S. Waters,Red,R,Guildpact
,Sift,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=397514,Pete Venters,Blue,C,Stronghold
67,Sift,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=397514,Pete Venters,Blue,C,Tempest Remastered
84,Sift Through Sands,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=50459,Anthony S. Waters,Blue,C,Champions of Kamigawa
210,"Sigarda, Host of Herons",http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=240033,Chris Rahn,White/Green,M,Avacyn Restored
26,Sighted-Caste Sorcerer,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=174956,Chris Rahn,White,C,Shards of Alara
52,Sigiled Starfish,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=398592,Nils Hamm,Blue,C,Journey into Nyx
73,Sigiled Starfish,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=398592,Nils Hamm,Blue,U,Magic Origins
160,Silent Assassin,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=19692,rk post,Black,R,Mercadian Masques
112,Silk Net,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=12949,Rob Alexander,Green,C,Urza's Legacy
232,Silumgar's Command,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=394705,Nils Hamm,Blue/Black,R,Dragons of Tarkir
270,Silverglade Pathfinder,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=19728,rk post,Green,U,Mercadian Masques
113,Simian Grunts,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=383093,Pete Venters,Green,C,Urza's Legacy
232,Simian Grunts,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=383093,Pete Venters,Green,C,Vintage Masters
56,Simic Sky Swallower,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=394406,rk post,Blue/Green,R,Duel Decks: Elspeth vs. Kiora
130,Simic Sky Swallower,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=394406,rk post,Blue/Green,R,Dissension
226,Simic Sky Swallower,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=394406,rk post,Blue/Green,R,Magic: The Gathering-Commander
,Simulacrum,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=2128,Mark Poole,Black,U,Fourth Edition
,Simulacrum,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=2128,Mark Poole,Black,U,Revised Edition
,Simulacrum,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=2128,Mark Poole,Black,U,Unlimited Edition
,Simulacrum,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=2128,Mark Poole,Black,U,Limited Edition Beta
,Simulacrum,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=2128,Mark Poole,Black,U,Limited Edition Alpha
,Singing Tree,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=159765,Rob Alexander,Green,R,Arabian Nights
130,Singing Tree,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=159765,Rob Alexander,Green,U,Masters Edition
106,Sip of Hemlock,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=373598,Nils Hamm,Black,C,Theros
206,Sire of Stagnation,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=402036,Tyler Jacobson,,M,Battle for Zendikar
,Sisters of the Flame,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=2304,Jesper Myrfors,Red,C,Fourth Edition
,Sisters of the Flame,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=2304,Jesper Myrfors,Red,U,The Dark
213,Sizzle,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=19611,Brian Snoddy,Red,C,Mercadian Masques
77,Skaab Ruinator,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=230780,Chris Rahn,Blue,M,Innistrad
,Skeleton Scavengers,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=5226,Brian Snoddy,Black,R,Stronghold
48,Skirk Marauder,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=220466,Pete Venters,Red,C,Archenemy
113,Skirk Marauder,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=220466,Pete Venters,Red,C,Legions
50,Skirk Marauder,=PROMO,Pete Venters,1R,Special,Arena League
129,Skittering Monstrosity,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=118878,rk post,Black,U,Time Spiral
168,Skittish Kavu,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=23080,Pete Venters,Red,U,Invasion
130,Skulking Knight,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=118898,rk post,Black,C,Time Spiral
90,Skull Collector,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=88797,Thomas M. Baxa,Black,U,Saviors of Kamigawa
227,"Skullbriar, the Walking Grave",http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=236485,Nils Hamm,Black/Green,R,Magic: The Gathering-Commander
34,Sky Swallower,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=96835,rk post,Blue,R,Guildpact
327,Skycloud Expanse,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=29792,Rob Alexander,,R,Odyssey
21,Skyhunter Cub,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=48046,Pete Venters,White,C,Mirrodin
133,Skyship Weatherlight,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=26480,Mark Tedin,,R,Planeshift
297,Skyshroud Ranger,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=135182,Mark Tedin,Green,C,Tenth Edition
74,Slaughter,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=6097,Pete Venters,Black,U,Exodus
67,Sleep,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=254119,Chris Rahn,Blue,U,Magic 2013
71,Sleep,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=254119,Chris Rahn,Blue,U,Magic 2010
73,Sleep,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=254119,Chris Rahn,Blue,U,Magic 2011
,Sleight of Mind,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=3945,Mark Poole,Blue,R,Fifth Edition
,Sleight of Mind,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=3945,Mark Poole,Blue,R,Fourth Edition
,Sleight of Mind,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=3945,Mark Poole,Blue,R,Revised Edition
,Sleight of Mind,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=3945,Mark Poole,Blue,R,Unlimited Edition
,Sleight of Mind,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=3945,Mark Poole,Blue,R,Limited Edition Beta
,Sleight of Mind,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=3945,Mark Poole,Blue,R,Limited Edition Alpha
62,Slipstream Eel,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=247353,Mark Tedin,Blue,C,Magic: The Gathering-Commander
114,Slipstream Eel,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=247353,Mark Tedin,Blue,C,Onslaught
95,Sludge Strider,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=205345,Franz Vohwinkel,White/Blue/Black,U,Planechase
126,Sludge Strider,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=205345,Franz Vohwinkel,White/Blue/Black,U,Conflux
92,Sluggishness,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=12416,Pete Venters,Red,C,Urza's Legacy
148,Slumbering Dragon,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=253693,Chris Rahn,Red,R,Magic 2013
69,Smash,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=29605,Pete Venters,Red,C,Apocalypse
107,Smash to Smithereens,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=398669,Pete Venters,Red,C,Shadowmoor
124,Smash to Smithereens,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=398669,Pete Venters,Red,C,Modern Masters 2015 Edition
163,Smash to Smithereens,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=398669,Pete Venters,Red,C,Magic Origins
,Smoke,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=233306,Jesper Myrfors,Red,R,Fourth Edition
,Smoke,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=233306,Jesper Myrfors,Red,R,Revised Edition
,Smoke,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=233306,Jesper Myrfors,Red,R,Unlimited Edition
,Smoke,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=233306,Jesper Myrfors,Red,R,Limited Edition Beta
,Smoke,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=233306,Jesper Myrfors,Red,R,Limited Edition Alpha
137,Smoke,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=233306,Jesper Myrfors,Red,R,Masters Edition IV
66,Smokebraider,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=397725,Anthony S. Waters,Red,C,Planechase
125,Smokebraider,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=397725,Anthony S. Waters,Red,C,Modern Masters 2015 Edition
189,Smokebraider,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=397725,Anthony S. Waters,Red,C,Lorwyn
81,Smokespew Invoker,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=43714,Thomas M. Baxa,Black,C,Legions
,Smoldering Crater,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=389680,Mark Tedin,,C,Beatdown Box Set
312,Smoldering Crater,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=389680,Mark Tedin,,C,Commander 2014
325,Smoldering Crater,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=389680,Mark Tedin,,C,Commander 2013 Edition
328,Smoldering Crater,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=389680,Mark Tedin,,C,Urza's Saga
143,Smoldering Spires,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=197785,Rob Alexander,,C,Worldwake
,Snapping Drake,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=27262,Christopher Rush,Blue,C,Beatdown Box Set
,Snapping Drake,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=27262,Christopher Rush,Blue,C,Portal
52,Snapping Drake,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=27262,Christopher Rush,Blue,C,Starter 1999
5,Snapping Drake,=PROMO,Christopher Rush,3U,Special,Portal Demogame
68,Sneak Attack,=PROMO,Tyler Jacobson,3R,Special,Judge Gift Program
,Snow Devil,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=2536,Ken Meyer Jr.,Blue,C,Ice Age
5,Snow Mercy,=PROMO,rk post,2WW,Special,Happy Holidays
152,Snow-Covered Island,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=121130,Franz Vohwinkel,,C,Coldsnap
,Snow-Covered Plains,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=184815,Christopher Rush,,L,Ice Age
241,Snow-Covered Plains,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=184815,Christopher Rush,,L,Masters Edition II
153,Snow-Covered Swamp,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=121256,Rob Alexander,,C,Coldsnap
243,Soilshaper,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=79177,Thomas M. Baxa,Green,U,Champions of Kamigawa
,Sol Grail,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=201183,Christopher Rush,,U,Alliances
201,Sol Grail,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=201183,Christopher Rush,,C,Masters Edition III
,Sol Ring,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=202500,Mark Tedin,,U,Revised Edition
,Sol Ring,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=202500,Mark Tedin,,U,Unlimited Edition
,Sol Ring,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=202500,Mark Tedin,,U,Limited Edition Beta
,Sol Ring,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=202500,Mark Tedin,,U,Limited Edition Alpha
227,Sol Ring,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=202500,Mark Tedin,,R,Masters Edition IV
22,Sol Ring,=PROMO,Mark Tedin,1,Special,Judge Gift Program
,Soldevi Adnate,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=3091,Christopher Rush,Black,C,Alliances
,Soldevi Adnate,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=3091,Christopher Rush,Black,C,Alliances
,Songs of the Damned,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=184745,Pete Venters,Black,C,Ice Age
110,Songs of the Damned,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=184745,Pete Venters,Black,C,Masters Edition II
,Sonic Burst,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=26639,Brian Snoddy,Red,C,Beatdown Box Set
103,Sonic Burst,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=26639,Brian Snoddy,Red,C,Exodus
196,Sootwalkers,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=141936,Nils Hamm,Black/Red,C,Shadowmoor
160,Soratami Cloud Chariot,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=74174,Franz Vohwinkel,,U,Saviors of Kamigawa
116,Sorcerer's Strongbox,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=205069,Chuck Lukacs,,U,Archenemy
213,Sorcerer's Strongbox,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=205069,Chuck Lukacs,,U,Magic 2011
,Soul Burn,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=2485,Rob Alexander,Black,C,Ice Age
111,Soul Exchange,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=184517,Anthony S. Waters,Black,U,Masters Edition II
34,Soul of Theros,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=383391,Zack Stella,White,M,Magic 2015 Core Set
25,Soulcatchers' Aerie,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=35095,Rob Alexander,White,U,Judgment
41,Soulless One,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=205373,Thomas M. Baxa,Black,U,Planechase
171,Soulless One,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=205373,Thomas M. Baxa,Black,U,Onslaught
51,Spark Fiend,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=9754,Pete Venters,Red,R,Unglued
105,Spark Spray,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=383105,Pete Venters,Red,C,Scourge
188,Spark Spray,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=383105,Pete Venters,Red,C,Vintage Masters
144,Sparkmage Apprentice,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=87967,Mark Poole,Red,C,Ravnica: City of Guilds
142,Spawning Pool,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=106556,Rob Alexander,,U,Urza's Legacy
358,Spawning Pool,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=106556,Nils Hamm,,U,Tenth Edition
,Spectral Cloak,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=1504,Rob Alexander,Blue,U,Legends
17,Spectral Sliver,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=207916,Pete Venters,Black,U,Premium Deck Series: Slivers
83,Spectral Sliver,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=207916,Pete Venters,Black,U,Legions
,Spell Blast,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=2186,Brian Snoddy,Blue,C,Fourth Edition
,Spell Blast,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=2186,Brian Snoddy,Blue,C,Revised Edition
,Spell Blast,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=2186,Brian Snoddy,Blue,C,Unlimited Edition
,Spell Blast,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=2186,Brian Snoddy,Blue,C,Limited Edition Beta
,Spell Blast,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=2186,Brian Snoddy,Blue,C,Limited Edition Alpha
51,Spelljack,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=35169,Pete Venters,Blue,R,Judgment
104,Spellshock,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=397489,Thomas M. Baxa,Red,U,Exodus
160,Spellshock,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=397489,Thomas M. Baxa,Red,U,Tempest Remastered
29,Sphinx-Bone Wand,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=292760,Franz Vohwinkel,,R,Duel Decks: Izzet vs. Golgari
225,Sphinx-Bone Wand,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=292760,Franz Vohwinkel,,R,Rise of the Eldrazi
135,Spin Engine,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=214069,Pete Venters,,C,Mirrodin Besieged
,Spindrift Drake,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=5243,Anthony S. Waters,Blue,C,Stronghold
172,Spined Basher,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=39725,Thomas M. Baxa,Black,C,Onslaught
45,Spined Thopter,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=217990,Pete Venters,Blue,C,New Phyrexia
15,Spirit Flare,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=26361,rk post,White,C,Torment
29,Spiritual Visit,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=74372,Pete Venters,White,C,Saviors of Kamigawa
,Spitting Earth,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=20200,Brian Snoddy,Red,C,Mirage
117,Spitting Earth,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=20200,Brian Snoddy,Red,U,Starter 1999
208,Spitting Earth,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=20200,Brian Snoddy,Red,C,Classic Sixth Edition
78,Spoils of the Vault,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=46572,Thomas M. Baxa,Black,R,Mirrodin
,Spoils of War,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=2488,Pete Venters,Black,R,Ice Age
,Spore Cloud,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=1921,Jesper Myrfors,Green,C,Fallen Empires
157,Sprinting Warbrute,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=394709,Lake Hurwitz,Red,C,Dragons of Tarkir
221,Sprout,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=122079,Anthony S. Waters,Green,C,Time Spiral
33,Squadron Hawk,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=208279,Rob Alexander,White,C,Magic 2011
274,Squirrel Nest,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=31836,Anthony S. Waters,Green,U,Odyssey
,Staff of Zegon,http://gatherer.wizards.com/Pages/Card/Details.aspx?multiverseid=202607,Mark Poole,,C,Antiquities
